API Well Number,Leak [Yes/No],Violation [Yes/No],Incident [Yes/No],Compliance [Yes/No],Oil [bbl/Year],Gas [Mcf/Year],Age [Years],Depth [ft],Elevation Delta [m],Distance to Road [miles],Operator Name,Latitude,Longitude,Well Type,Priority Score [0-100],Emissions Score [0-35],Leak,Leak [Yes/No] Score,Compliance,Compliance [Yes/No] Score,Violation,Violation [Yes/No] Score,Incident,Incident [Yes/No] Score,Sensitive Receptors Score [0-20],Schools Within Distance,School Score [0-10],Hospitals Within Distance,Hospital Score [0-10],Production Volumes Score [0-20],One-year Production [BOE],One-year Production Score [0-20],Well Age Score [0-15],Owner Well-Count,Owner Well-Count Score [0-10],cluster,Well ID
97973,No,No,Yes,No,18.72,6.76,147,6845,41,0.0543200466,Owner 168,1.0067599999999999,1.8228419999999943,Oil,66.81027443118052,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.63267728257074,19.92400749263124,19.63267728257074,14.697986577181208,4,7.408182,Cluster 58,97973
60408,No,No,Yes,No,27.7,31.23,73,10985,-8,0.1125072722,Owner 191,1.8780900000000003,3.356260000000006,Oil,66.70652073739976,14.0,0,0.0,1,100.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,19.386770018320185,33.26230088681564,19.386770018320185,7.248322147651007,1,10.0,Cluster 62,60408
68325,No,No,Yes,No,7.81,0.0,143,5509,-1,0.1598491137,Owner 76,1.0732500000000016,1.7837870000000038,Oil,66.63092596849505,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.856013383643653,7.81,19.856013383643653,14.295302013422818,4,7.408182,Cluster 87,68325
68269,No,No,No,No,5.93,6.67,111,183,-155,0.2240185157,Owner 164,1.870555000000003,3.3512680000000046,Oil,66.56239970862028,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,19.868771633836005,7.11797780707846,19.868771633836005,11.073825503355705,2,9.048374,Cluster 62,68269
76435,Yes,No,No,No,8.77,0.0,30,2667,-4,0.3798251956,Owner 229,1.7708200000000005,1.341309999999993,Oil,66.5165143033062,24.5,1,100.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.8383146446293,8.77,19.8383146446293,2.9194630872483223,3,8.187308,Cluster 66,76435
88574,No,No,No,No,8.9,6.62,118,9714,182,0.8945337557,Owner 134,1.0666300000000035,1.7890500000000031,Oil,66.351440402634,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,19.81418034127255,10.079072426215802,19.81418034127255,11.778523489932885,3,8.187308,Cluster 87,88574
83353,No,No,Yes,No,7.7,0.0,132,8906,-112,0.3329388934,Owner 1,1.065170000000002,1.8215799999999973,Oil,66.30469739867152,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.85804136415571,7.7,19.85804136415571,13.187919463087248,3,8.187308,Cluster 58,83353
89373,No,No,Yes,No,6.78,7.35,150,226,8,0.1943982282,Owner 95,1.0315119999999993,2.0303619999999967,Oil,65.98760358159637,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.8508680101678,8.089090986810596,19.8508680101678,15.0,6,6.065307,Cluster 101,89373
80939,No,No,No,No,0.0,0.0,143,4989,-43,0.6571138425,Owner 21,1.0842209999999994,2.236639999999994,Oil,65.86673058485138,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,20.0,0.0,20.0,14.295302013422818,1,10.0,Cluster 52,80939
32031,No,No,Yes,No,4.79,2.84,132,1563,1,0.5011184014,Owner 78,1.0646229999999974,1.8163250000000062,Oil,65.56989520561585,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.902365171100033,5.295825632998924,19.902365171100033,13.187919463087248,4,7.408182,Cluster 58,32031
85318,No,No,Yes,No,66.33,0.0,98,9605,-145,0.6553674471,Owner 102,1.8877799999999993,3.3329800000000063,Oil,65.31685699379656,14.0,0,0.0,1,100.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,18.777127751227063,66.33,18.777127751227063,9.765100671140939,5,6.7032,Cluster 62,85318
32138,No,No,Yes,No,0.44,0.0,128,4531,-10,0.7229155205,Owner 20,1.003610000000002,1.813360000000003,Oil,65.25673354870918,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.991888077951753,0.44,19.991888077951753,12.78523489932886,4,7.408182,Cluster 58,32138
27793,No,No,No,No,20.49,9.68,124,8584,2,0.0590628826,Owner 98,1.883977999999999,3.3293759999999963,Oil,65.24763595379962,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,19.590457046800573,22.214081735010417,19.590457046800573,12.38255033557047,5,6.7032,Cluster 62,27793
34779,No,No,Yes,No,0.0,0.0,140,1937,0,0.9380483114,Owner 249,1.039200000000001,2.240859999999998,Oil,65.1300241620326,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,20.0,0.0,20.0,13.993288590604028,6,6.065307,Cluster 52,34779
56420,No,No,Yes,No,6.45,2.85,85,11709,2,0.7106882395,Owner 151,1.862169999999999,3.3227600000000024,Oil,65.10273267565668,14.0,0,0.0,1,100.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,19.871728265301943,6.957606709171456,19.871728265301943,8.456375838926174,5,6.7032,Cluster 62,56420
95853,No,No,Yes,No,0.0,0.0,124,9369,-4,0.9126925689,Owner 24,1.0830660000000023,2.001270000000005,Oil,64.86216090699904,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,20.0,0.0,20.0,12.38255033557047,4,7.408182,Cluster 55,95853
86039,No,Yes,Yes,No,4.54,0.0,33,11903,0,0.1948038074,Owner 123,1.918925999999999,3.372034999999997,Oil,64.70249479490697,21.0,0,0.0,1,100.0,1,100.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,19.91629971341129,4.54,19.91629971341129,3.221476510067114,9,4.49329,Cluster 72,86039
27016,Yes,No,No,No,40.96,0.0,47,1191,-126,0.9284786945,Owner 108,1.8807749999999999,3.3149310000000014,Oil,64.5669574281329,24.5,1,100.0,1,100.0,0,0.0,0,0.0,7.142857142857143,5,7.142857142857143,0,0.0,19.24485380205428,40.96,19.24485380205428,4.630872483221476,2,9.048374,Cluster 62,27016
74361,No,No,No,No,0.0,0.0,148,2059,-2,0.248341933,Owner 138,1.8252799999999993,1.4668400000000048,Oil,64.55739428954938,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,20.0,0.0,20.0,14.798657718120806,3,8.187308,Cluster 95,74361
85330,No,No,Yes,No,32.22,6.15,141,8764,44,0.9236589699,Owner 129,1.0437999999999974,1.9566700000000026,Oil,64.530790650981,14.0,0,0.0,1,100.0,0,0.0,1,100.0,9.642857142857142,5,7.142857142857143,1,2.5,19.38579177658024,33.315361846106825,19.38579177658024,14.093959731543624,4,7.408182,Cluster 75,85330
53671,No,No,Yes,No,8.53,3.61,141,3092,0,0.4107727801,Owner 99,1.111899000000001,2.2275000000000063,Oil,64.48438974522428,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.83088544225208,9.172968498283844,19.83088544225208,14.093959731543624,7,5.488116,Cluster 100,53671
19422,No,No,Yes,No,25.68,53.88,116,3683,118,0.5483122475,Owner 171,1.4048799999999986,1.9521500000000032,Oil,64.18555478270207,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.34963700321981,35.276438417599316,19.34963700321981,11.577181208053691,3,8.187308,Cluster 60,19422
13511,No,No,Yes,No,7.85,0.0,131,9155,-10,0.9483097463,Owner 181,1.0717659999999967,2.2418210000000016,Oil,64.07925982976094,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.85527593618472,7.85,19.85527593618472,13.087248322147651,6,6.065307,Cluster 52,13511
63111,No,No,No,No,6.97,9.71,109,3552,6,0.8476195819,Owner 233,1.9060440000000014,3.341300000000004,Oil,63.986727572067146,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,19.839615779162056,8.699424963528013,19.839615779162056,10.87248322147651,5,6.7032,Cluster 72,63111
38361,No,No,Yes,No,171.65,124.16,101,9009,-4,0.4107198554,Owner 163,1.8543870000000027,3.3399820000000062,Oil,63.97445834695512,14.0,0,0.0,1,100.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,16.427733681566824,193.76384175815016,16.427733681566824,10.06711409395973,4,7.408182,Cluster 62,38361
30327,No,No,Yes,No,31.96,1.07,55,11665,2,0.9822005702,Owner 239,1.883740000000003,3.3354499999999945,Oil,63.9633101834696,14.0,0,0.0,1,100.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,19.40726600130277,32.15057515046087,19.40726600130277,5.436241610738255,2,9.048374,Cluster 62,30327
73136,No,No,No,No,0.23,0.0,107,7046,0,0.5603376299,Owner 230,1.873829999999998,3.3532100000000042,Oil,63.94152918813703,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,19.995759677111145,0.23,19.995759677111145,10.671140939597315,5,6.7032,Cluster 62,73136
90932,No,No,Yes,No,3.35,9.7,140,11427,32,0.0964718744,Owner 209,1.0301299999999998,1.9280820000000034,Oil,63.936957772480376,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.906387610447783,5.077643887355482,19.906387610447783,13.993288590604028,8,4.965853,Cluster 75,90932
43064,No,No,No,No,44.81,19.45,107,10640,-29,0.2420860873,Owner 52,1.0272900000000007,1.7833200000000033,Oil,63.76075948416239,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,19.110007973136508,48.27419315557362,19.110007973136508,10.671140939597315,4,7.408182,Cluster 87,43064
99999,No,No,Yes,No,34.43,0.0,103,6957,-168,0.082794746,Owner 84,1.0872299999999981,1.8119509999999934,Oil,63.75350104699232,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.365242099724828,34.43,19.365242099724828,10.268456375838927,2,9.048374,Cluster 58,99999
68291,No,No,Yes,No,10.62,3.05,107,12598,-86,0.5020105011,Owner 176,1.0638700000000014,1.8199999999999932,Oil,63.72407015368544,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.79419264265955,11.163228232622084,19.79419264265955,10.671140939597315,3,8.187308,Cluster 58,68291
80955,No,No,No,No,8.28,0.0,141,11185,-6,0.5366063562,Owner 87,1.0194600000000023,1.85942,Oil,63.7000446789734,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.847348376001207,8.28,19.847348376001207,14.093959731543624,3,8.187308,Cluster 58,80955
59562,No,Yes,No,No,35.67,86.54,106,4429,1,0.5817475784,Owner 178,1.1099480000000028,2.1846400000000017,Oil,63.688230669969236,17.5,0,0.0,1,100.0,1,100.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.05821629988295,51.08343319708695,19.05821629988295,10.570469798657719,7,5.488116,Cluster 76,59562
87307,No,No,No,No,2.54,0.0,96,4886,-4,0.0913095958,Owner 68,1.9287980000000005,3.2943640000000016,Oil,63.49654104704817,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,19.95317208635786,2.54,19.95317208635786,9.563758389261745,4,7.408182,Cluster 72,87307
18335,No,No,Yes,No,9.76,0.0,133,360,-9,0.6744771699,Owner 127,1.1725700000000003,1.512674000000004,Oil,63.45471056690474,14.0,0,0.0,1,100.0,0,0.0,1,100.0,9.642857142857142,5,7.142857142857143,1,2.5,19.82006282002075,9.76,19.82006282002075,13.288590604026846,5,6.7032,Cluster 59,18335
16280,No,No,Yes,No,9.24,2.06,86,8947,0,0.9983511257,Owner 41,1.914118000000002,3.3733689999999967,Oil,63.41721392027858,14.0,0,0.0,1,100.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,19.822885368984235,9.606901691541474,19.822885368984235,8.557046979865772,8,4.965853,Cluster 72,16280
41382,No,No,Yes,No,14.5,9.6,147,1375,0,0.6865088009,Owner 231,1.0997600000000034,1.1244999999999976,Oil,63.372161356690555,14.0,0,0.0,1,100.0,0,0.0,1,100.0,6.785714285714286,3,4.285714285714286,1,2.5,19.701152493795064,16.209833125630166,19.701152493795064,14.697986577181208,3,8.187308,Cluster 79,41382
54895,No,No,No,No,37.89,92.21,146,10341,99,0.3756311699,Owner 30,1.5977900000000034,1.0153700000000043,Oil,63.35472181844901,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,18.99866981077883,54.31330338691226,18.99866981077883,14.59731543624161,3,8.187308,Cluster 69,54895
27532,No,No,Yes,No,38.17,36.22,124,6631,40,0.2694521657,Owner 85,1.078400000000002,2.24512,Oil,63.33453676297643,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.177357855977384,44.62105789690882,19.177357855977384,12.38255033557047,5,6.7032,Cluster 52,27532
53474,No,No,No,No,8.16,2.81,143,10542,-10,0.3892723792,Owner 219,1.0437299999999965,1.951830000000001,Oil,63.11524631629378,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.840333731442385,8.66048240448133,19.840333731442385,14.295302013422818,4,7.408182,Cluster 75,53474
12154,No,No,Yes,No,20.35,0.09,108,8355,-118,0.6623419926,Owner 53,1.0293300000000016,1.7847019999999958,Oil,62.87595073096219,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.624528078996708,20.366029685552785,19.624528078996708,10.771812080536913,4,7.408182,Cluster 87,12154
66975,No,No,No,No,4.39,0.0,131,7638,3,0.4132910758,Owner 204,1.8736900000000034,3.348240000000004,Oil,62.765050034958506,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.919065141382283,4.39,19.919065141382283,13.087248322147651,3,8.187308,Cluster 62,66975
81916,No,No,Yes,No,9.53,0.0,143,6291,104,0.1148359044,Owner 26,1.9692500000000024,1.8818449999999984,Oil,62.756340727760985,14.0,0,0.0,1,100.0,0,0.0,1,100.0,8.571428571428571,6,8.571428571428571,0,0.0,19.824303142909603,9.53,19.824303142909603,14.295302013422818,6,6.065307,Cluster 96,81916
80575,No,No,Yes,No,0.0,0.0,95,5591,50,0.3527315261,Owner 171,2.00788,2.2266209999999944,Oil,62.72182381975072,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,20.0,0.0,20.0,9.463087248322148,3,8.187308,Cluster 86,80575
71547,No,No,Yes,No,8.39,0.0,128,2610,-21,0.455740363,Owner 209,1.073210000000003,2.2302799999999934,Oil,62.66783686624657,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.845320395489143,8.39,19.845320395489143,12.78523489932886,8,4.965853,Cluster 52,71547
71173,No,No,No,No,35.58,0.0,143,10805,-152,0.3621138301,Owner 120,1.0480349999999987,1.9551000000000016,Oil,62.61895307013194,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.34404048528055,35.58,19.34404048528055,14.295302013422818,4,7.408182,Cluster 75,71173
85997,No,No,No,No,7.28,0.0,112,9879,-7,0.1685348096,Owner 160,1.9204799999999977,3.317629999999994,Oil,62.57756277819836,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,19.86578456247449,7.28,19.86578456247449,11.174496644295303,8,4.965853,Cluster 72,85997
21147,No,No,Yes,No,66.53,0.0,70,11118,8,0.7453347456,Owner 57,1.9165860000000023,3.3408739999999995,Oil,62.49437781019319,14.0,0,0.0,1,100.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,18.773440513932407,66.53,18.773440513932407,6.946308724832215,5,6.7032,Cluster 72,21147
33196,No,No,Yes,No,9.32,0.0,115,4719,10,0.0834546222,Owner 202,1.0292900000000031,2.1466700000000003,Oil,62.44142038061165,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.828174742068995,9.32,19.828174742068995,11.476510067114093,6,6.065307,Cluster 52,33196
31513,No,No,No,No,0.0,0.0,84,10487,-2,0.2942047579,Owner 83,1.8662300000000016,3.323459999999997,Oil,62.33531526941515,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,20.0,0.0,20.0,8.355704697986576,4,7.408182,Cluster 62,31513
17171,No,No,Yes,No,32.46,0.4,123,2720,-202,0.5689361069,Owner 178,1.0508620000000022,1.8758109999999988,Oil,62.241671703039046,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.400247936979603,32.53124304690126,19.400247936979603,12.281879194630873,7,5.488116,Cluster 58,17171
85722,No,No,Yes,No,4.77,14.82,61,3172,-4,0.3461559939,Owner 249,1.926079999999999,3.305660000000003,Oil,62.040400092210895,14.0,0,0.0,1,100.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,19.863396064406487,7.40955488769157,19.863396064406487,6.040268456375839,6,6.065307,Cluster 72,85722
36552,No,No,Yes,No,4.96,0.0,135,5928,246,0.8975082117,Owner 141,2.037219999999998,1.5284300000000002,Oil,62.03522497242712,14.0,0,0.0,1,100.0,0,0.0,1,100.0,8.571428571428571,6,8.571428571428571,0,0.0,19.90855651509251,4.96,19.90855651509251,13.48993288590604,6,6.065307,Cluster 56,36552
56795,No,No,Yes,No,28.5,16.07,93,12550,10,0.2465378411,Owner 229,1.0211600000000018,1.969130000000007,Oil,61.94228236571199,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.421800827840464,31.362189409257997,19.421800827840464,9.261744966442953,3,8.187308,Cluster 75,56795
21354,No,No,Yes,No,32.07,14.43,126,4637,3,0.3321373153,Owner 129,2.046129999999998,1.7582100000000054,Oil,61.92487197640922,14.0,0,0.0,1,100.0,0,0.0,1,100.0,8.571428571428571,6,8.571428571428571,0,0.0,19.361368787530985,34.64009291696284,19.361368787530985,12.583892617449665,4,7.408182,Cluster 77,21354
37573,No,No,Yes,No,9.09,49.29,55,2219,0,0.2408468256,Owner 44,1.8577870000000019,3.4640030000000053,Oil,61.88143535884835,14.0,0,0.0,1,100.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,19.67056517668152,17.86892445440739,19.67056517668152,5.436241610738255,5,6.7032,Cluster 74,37573
16671,No,No,Yes,No,190.48,54.81,143,7823,-39,0.4385263013,Owner 18,1.1096059999999994,2.1825699999999983,Oil,61.86626142865421,14.0,0,0.0,1,100.0,0,0.0,1,100.0,8.214285714285715,4,5.714285714285714,1,2.5,16.308299700945675,200.24207850164473,16.308299700945675,14.295302013422818,2,9.048374,Cluster 76,16671
24189,No,No,No,No,0.0,0.0,98,9172,-207,0.142403533,Owner 232,1.9064010000000025,3.346213000000006,Oil,61.82464524256951,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,20.0,0.0,20.0,9.765100671140939,7,5.488116,Cluster 72,24189
67212,No,No,No,No,5.04,10.19,136,2536,-243,0.1954703456,Owner 101,1.9416200000000003,3.3268599999999964,Oil,61.738854077212586,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.873621478938375,6.854916619809521,19.873621478938375,13.590604026845638,5,6.7032,Cluster 72,67212
71172,No,No,No,No,2.62,3.34,128,11004,8,0.0328855958,Owner 170,1.5900999999999996,1.2852599999999939,Oil,61.705575353882494,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.940729883125066,3.214879441625496,19.940729883125066,12.78523489932886,4,7.408182,Cluster 61,71172
13830,No,No,No,No,7.88,9.33,129,3904,25,0.4246366271,Owner 119,1.7120400000000018,1.0279299999999978,Oil,61.689603238761094,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.82408662706408,9.541744068971818,19.82408662706408,12.885906040268456,4,7.408182,Cluster 73,13830
59959,No,No,No,No,1.21,5.68,144,11306,234,0.3196023265,Owner 214,1.9574300000000022,1.601309999999998,Oil,61.61375094877244,10.5,0,0.0,1,100.0,0,0.0,0,0.0,8.571428571428571,6,8.571428571428571,0,0.0,19.959041222981455,2.221651265997849,19.959041222981455,14.395973154362416,3,8.187308,Cluster 82,59959
25297,No,No,Yes,No,108.65,0.13,147,3047,0,0.7752631441,Owner 100,1.8385200000000026,1.4754999999999967,Oil,61.45712775986289,14.0,0,0.0,1,100.0,0,0.0,1,100.0,5.714285714285714,4,5.714285714285714,0,0.0,17.99648146839596,108.67315399024291,17.99648146839596,14.697986577181208,2,9.048374,Cluster 95,25297
80864,No,No,No,No,0.0,0.0,124,4915,3,0.0076427563,Owner 22,1.8823799999999977,1.502430000000004,Oil,61.45397890699904,10.5,0,0.0,1,100.0,0,0.0,0,0.0,8.571428571428571,6,8.571428571428571,0,0.0,20.0,0.0,20.0,12.38255033557047,1,10.0,Cluster 71,80864
78468,No,No,Yes,No,5.41,5.93,110,3729,139,0.603126597,Owner 178,1.0653900000000007,2.2447700000000026,Oil,61.41348726732733,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.880788333482663,6.466178170311134,19.880788333482663,10.973154362416107,7,5.488116,Cluster 52,78468
26332,No,No,No,No,0.16,0.0,108,1583,0,0.661374031,Owner 205,1.0748999999999995,1.8252039999999994,Oil,61.405987862129756,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,19.997050210164275,0.16,19.997050210164275,10.771812080536913,10,4.065697,Cluster 58,26332
48293,No,No,No,No,4.09,9.04,132,3170,-1,0.7195546009,Owner 65,1.1087169999999986,1.803364000000002,Oil,61.357460059634406,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.894912025118586,5.700092859968407,19.894912025118586,13.187919463087248,5,6.7032,Cluster 65,48293
26314,No,No,Yes,No,7.58,9.28,144,900,4,0.2518397177,Owner 36,1.5248100000000022,1.1306900000000013,Oil,61.348222532916395,14.0,0,0.0,1,100.0,0,0.0,1,100.0,5.714285714285714,4,5.714285714285714,0,0.0,19.829781664268264,9.232838688109162,19.829781664268264,14.395973154362416,4,7.408182,Cluster 67,26314
34710,No,No,Yes,No,4.48,5.91,134,277,-171,0.7337708292,Owner 58,1.5360000000000014,1.1144299999999987,Oil,61.3468059758027,14.0,0,0.0,1,100.0,0,0.0,1,100.0,8.571428571428571,6,8.571428571428571,0,0.0,19.897999659407695,5.532616017966072,19.897999659407695,13.389261744966444,7,5.488116,Cluster 67,34710
