API Well Number,Leak [Yes/No],Violation [Yes/No],Incident [Yes/No],Compliance [Yes/No],Oil [bbl/Year],Gas [Mcf/Year],Age [Years],Depth [ft],Elevation Delta [m],Distance to Road [miles],Operator Name,Latitude,Longitude,Well Type,Priority Score [0-100],Emissions Score [0-35],Leak,Leak [Yes/No] Score,Compliance,Compliance [Yes/No] Score,Violation,Violation [Yes/No] Score,Incident,Incident [Yes/No] Score,Sensitive Receptors Score [0-20],Schools Within Distance,School Score [0-10],Hospitals Within Distance,Hospital Score [0-10],Production Volumes Score [0-20],One-year Production [BOE],One-year Production Score [0-20],Well Age Score [0-15],Owner Well-Count,Owner Well-Count Score [0-10],cluster,Well ID
19136,No,No,Yes,No,6.41,50.78,129,1289,229,0.576791218,Owner 237,1.0161599999999993,1.8867900000000049,Gas,65.0805981665134,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.715081554816372,15.454304804114571,19.715081554816372,12.885906040268456,4,7.408182,Cluster 5,19136
82819,No,No,Yes,No,6.39,55.43,136,1387,-53,0.7605636827,Owner 228,1.7941100000000034,1.7643599999999964,Gas,65.06541401943548,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.70018142116128,16.262505224341684,19.70018142116128,13.590604026845638,5,6.7032,Cluster 4,82819
56351,No,No,Yes,No,7.58,82.46,137,11819,240,0.109017038,Owner 69,1.1271879999999967,1.9669899999999956,Gas,65.0553897081268,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.58948596891299,22.266754118694124,19.58948596891299,13.691275167785236,5,6.7032,Cluster 14,56351
82654,No,No,Yes,No,3.7,309.48,94,243,6,0.6790581109,Owner 185,1.8987199999999973,3.341920000000002,Gas,65.05261444834956,14.0,0,0.0,1,100.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,18.915569769538436,58.82074538750252,18.915569769538436,9.36241610738255,5,6.7032,Cluster 2,82654
49057,No,No,Yes,No,2.66,53.28,135,6662,0,0.7899125114,Owner 228,1.1367559999999983,1.6471899999999948,Gas,65.04056964831581,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.77600819098121,12.149573847247428,19.77600819098121,13.48993288590604,5,6.7032,Cluster 40,49057
88310,No,No,Yes,No,0.51,3.43,147,6755,-169,0.7607253207,Owner 14,1.1409379999999985,1.7325000000000017,Gas,65.02337843035008,14.0,0,0.0,1,100.0,0,0.0,1,100.0,9.642857142857142,5,7.142857142857143,1,2.5,19.979334710311736,1.1209091271782785,19.979334710311736,14.697986577181208,5,6.7032,Cluster 27,88310
23065,No,No,No,No,0.0,85.22,113,11419,-2,0.008424863,Owner 200,1.9348099999999988,3.3045900000000046,Gas,64.97494781337053,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,19.720169456707065,15.178331142312796,19.720169456707065,11.275167785234899,4,7.408182,Cluster 2,23065
28188,No,No,Yes,No,0.0,6.44,125,5948,-8,0.3751587602,Owner 157,1.0290899999999965,1.9153500000000037,Gas,64.94168550136733,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.978853453428698,1.147013055110237,19.978853453428698,12.483221476510067,4,7.408182,Cluster 5,28188
79899,No,No,Yes,No,0.0,9.71,116,1766,-249,0.4733232822,Owner 29,1.0057270000000003,2.220160000000007,Gas,64.8040337783631,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.96811599888084,1.729424963528013,19.96811599888084,11.577181208053691,3,8.187308,Cluster 18,79899
33690,No,No,Yes,No,0.0,9.89,80,8971,-65,0.0765234219,Owner 13,1.8786699999999996,3.3249600000000044,Gas,64.69517365199368,14.0,0,0.0,1,100.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,19.967524946336926,1.7614843346335785,19.967524946336926,7.953020134228188,5,6.7032,Cluster 2,33690
61793,No,No,Yes,No,8.47,209.9,107,4075,201,0.3458820201,Owner 32,1.1216709999999992,2.218993999999995,Gas,63.945556072883406,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.15461256185752,45.85478886143459,19.15461256185752,10.671140939597315,2,9.048374,Cluster 45,61793
52262,No,No,Yes,No,0.0,69.1,59,1922,-117,0.8863821404,Owner 133,1.1091440000000006,2.1925700000000035,Gas,63.87076424156542,14.0,0,0.0,1,100.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,19.773101495640205,12.30723635219214,19.773101495640205,5.8389261744966445,3,8.187308,Cluster 9,52262
48446,No,No,Yes,No,0.0,253.6,86,65,4,0.5260732082,Owner 126,1.9284200000000027,3.331789999999998,Gas,63.86105518941816,14.0,0,0.0,1,100.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,19.16727263812382,45.168091735396914,19.16727263812382,8.557046979865772,6,6.065307,Cluster 2,48446
22799,No,No,Yes,No,0.0,58.75,107,2264,1,0.2039116663,Owner 111,1.044629999999998,1.924120000000002,Gas,63.7369645279414,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.807087016915514,10.463822513622116,19.807087016915514,10.671140939597315,3,8.187308,Cluster 5,22799
62920,No,No,Yes,No,7.97,526.37,114,6564,249,0.0495159141,Owner 86,1.0831230000000005,1.997879999999995,Gas,63.620303271731316,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,18.12466177412825,101.72050649353658,18.12466177412825,11.375838926174497,2,9.048374,Cluster 14,62920
47058,No,No,Yes,No,0.0,7.97,62,8604,157,0.6829681289,Owner 74,1.8988799999999983,3.336830000000006,Gas,63.59437967554939,14.0,0,0.0,1,100.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,19.97382950680539,1.4195177095075449,19.97382950680539,6.140939597315437,4,7.408182,Cluster 2,47058
88162,No,No,No,No,0.0,838.87,122,660,62,0.0230877966,Owner 163,1.8951959999999985,3.337812999999997,Gas,63.4062839166929,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,17.24546529157306,149.40913688514357,17.24546529157306,12.181208053691275,4,7.408182,Cluster 2,88162
31630,No,No,Yes,No,0.0,848.25,45,1391,-177,0.0360654224,Owner 27,1.869720000000001,3.319336000000007,Gas,63.26399765955527,14.0,0,0.0,1,100.0,0,0.0,1,100.0,18.57142857142857,6,8.571428571428571,4,10.0,17.21466488678442,151.07978633497805,17.21466488678442,4.429530201342282,2,9.048374,Cluster 2,31630
84538,No,No,Yes,No,0.0,318.63,110,10140,-3,0.7087528791,Owner 94,1.9244959999999978,3.3192829999999987,Gas,63.18562942235175,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,18.953738488507067,56.75043008536876,18.953738488507067,10.973154362416107,3,8.187308,Cluster 2,84538
73961,No,No,Yes,No,0.0,273.02,116,895,18,0.8088029095,Owner 206,1.0381199999999993,2.2437400000000025,Gas,63.16029641536777,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.103504635885507,48.626941662452936,19.103504635885507,11.577181208053691,4,7.408182,Cluster 18,73961
13351,No,No,Yes,No,2.54,29.64,125,3249,-4,0.3696138179,Owner 34,2.0131900000000016,1.494640000000004,Gas,63.09780348206459,14.0,0,0.0,1,100.0,0,0.0,1,100.0,8.571428571428571,6,8.571428571428571,0,0.0,19.855845434125957,7.819109775383141,19.855845434125957,12.483221476510067,3,8.187308,Cluster 0,13351
68409,No,No,Yes,No,0.12,39.38,100,11064,35,0.2830902817,Owner 17,1.0139599999999973,1.8826600000000013,Gas,63.093658019963534,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.86847849551483,7.133877967428749,19.86847849551483,9.966442953020135,3,8.187308,Cluster 5,68409
19212,No,No,Yes,No,3.25,245.76,134,8750,-10,0.1767375595,Owner 250,1.9153499999999966,2.221199999999996,Gas,63.081904970393545,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.133098653998534,47.02172801613228,19.133098653998534,13.389261744966444,7,5.488116,Cluster 13,19212
66882,No,No,Yes,No,26.39,981.6,150,8337,-140,0.2060475345,Owner 69,1.048409999999997,1.771960000000007,Gas,63.064891070896785,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,16.290262499468216,201.2204370956846,16.290262499468216,15.0,5,6.7032,Cluster 20,66882
95636,No,No,Yes,No,7.13,64.01,125,7198,10,0.2666324921,Owner 146,1.7849900000000005,1.449539999999999,Gas,62.90032318651624,14.0,0,0.0,1,100.0,0,0.0,1,100.0,8.571428571428571,6,8.571428571428571,0,0.0,19.6583651385776,18.530668580373646,19.6583651385776,12.483221476510067,3,8.187308,Cluster 1,95636
20368,No,No,Yes,No,1.39,475.57,54,6944,60,0.7129297343,Owner 67,1.8714099999999974,3.3389800000000065,Gas,62.86815308474444,14.0,0,0.0,1,100.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,18.412780043517213,86.09263953707693,18.412780043517213,5.3355704697986575,2,9.048374,Cluster 2,20368
31076,No,No,Yes,No,6.49,230.14,117,12586,77,0.3850313899,Owner 127,1.0169070000000033,2.2501100000000065,Gas,62.5771365565581,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.12465563613624,47.4796870346382,19.12465563613624,11.677852348993289,5,6.7032,Cluster 18,31076
11428,No,No,No,No,0.0,2.26,92,4007,-108,0.1559199494,Owner 147,1.898136000000001,3.3221070000000026,Gas,62.42828140388051,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,19.99257900694858,0.4025232149921018,19.99257900694858,9.161073825503356,5,6.7032,Cluster 2,11428
38758,No,No,Yes,No,22.6,435.14,115,12613,-247,0.1144826214,Owner 157,1.0752200000000016,2.249939999999995,Gas,62.110626135576084,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,18.154505497033423,100.1017485715324,18.154505497033423,11.476510067114093,4,7.408182,Cluster 18,38758
68237,No,No,No,No,0.0,98.19,126,3965,-5,0.9269897352,Owner 6,1.0437000000000012,1.9231900000000053,Gas,62.02021002617073,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.6775808372925,17.48838693808605,19.6775808372925,12.583892617449665,3,8.187308,Cluster 5,68237
73758,No,No,No,No,1.33,95.35,150,7053,243,0.7622954184,Owner 169,1.0215200000000024,1.9733700000000027,Gas,61.92112277640453,10.5,0,0.0,1,100.0,0,0.0,0,0.0,8.571428571428571,6,8.571428571428571,0,0.0,19.662386204975963,18.31256130508713,19.662386204975963,15.0,3,8.187308,Cluster 5,73758
39484,No,No,No,No,2.39,539.86,90,4265,68,0.2663206976,Owner 59,1.9188100000000006,3.285820000000001,Gas,61.90170770516046,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,18.183239590107732,98.54317825028146,18.183239590107732,8.95973154362416,3,8.187308,Cluster 2,39484
25598,No,No,Yes,No,29.91,820.98,126,3562,7,0.2337911136,Owner 167,1.0363899999999973,1.999679999999998,Gas,61.81628619865036,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,16.75278300977213,176.13279161248485,16.75278300977213,12.583892617449665,4,7.408182,Cluster 17,25598
86031,No,No,Yes,No,0.0,36.9,142,6121,3,0.270368538,Owner 37,1.9408900000000031,1.5909599999999955,Gas,61.610746672408524,14.0,0,0.0,1,100.0,0,0.0,1,100.0,8.571428571428571,6,8.571428571428571,0,0.0,19.878834228496725,6.572171076640955,19.878834228496725,14.194630872483222,8,4.965853,Cluster 7,86031
80141,No,No,Yes,No,2.13,364.54,46,10043,-1,0.5792472639,Owner 87,1.9250499999999988,3.343509999999995,Gas,61.55265609007778,14.0,0,0.0,1,100.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,18.763718176367334,67.05735079346053,18.763718176367334,4.530201342281879,3,8.187308,Cluster 2,80141
53625,No,No,Yes,No,9.83,166.44,90,1920,-9,0.2695954487,Owner 1,1.1108940000000018,2.0055380000000014,Gas,61.49071381641045,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.272245701357715,39.474231815613024,19.272245701357715,8.95973154362416,3,8.187308,Cluster 14,53625
14834,No,No,No,No,2.51,910.27,98,7363,-3,0.9987521014,Owner 143,1.9173970000000011,3.3088730000000055,Gas,61.48857686367366,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,16.96473962110414,164.63602075701792,16.96473962110414,9.765100671140939,3,8.187308,Cluster 2,14834
23090,No,No,Yes,No,0.0,38.15,108,4717,-205,0.8382693916,Owner 176,1.8393299999999968,1.4657100000000014,Gas,61.40527834890722,14.0,0,0.0,1,100.0,0,0.0,1,100.0,8.571428571428571,6,8.571428571428571,0,0.0,19.874729696941735,6.7948055982073825,19.874729696941735,10.771812080536913,3,8.187308,Cluster 35,23090
47526,No,No,No,No,0.0,252.45,132,7960,-16,0.1600681468,Owner 244,1.1129400000000018,2.2178200000000032,Gas,61.33857884167023,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.17104880715441,44.9632679755558,19.17104880715441,13.187919463087248,4,7.408182,Cluster 45,47526
27139,No,No,No,No,3.81,58.11,125,11094,-9,0.9782786434,Owner 113,1.0455600000000018,1.9252599999999944,Gas,61.20177871454709,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.738946666608456,14.159833638580105,19.738946666608456,12.483221476510067,4,7.408182,Cluster 5,27139
37123,No,No,No,No,0.42,72.79,117,347,-93,0.1218348446,Owner 38,1.6661000000000001,1.4398400000000038,Gas,61.18983064059296,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.753241720171097,13.384453459856237,19.753241720171097,11.677852348993289,3,8.187308,Cluster 41,37123
61477,No,No,Yes,No,1.89,110.72,104,10296,54,0.9657016995,Owner 227,1.073920000000001,2.2488599999999934,Gas,61.107455708757875,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.601592620550782,21.61007538226793,19.601592620550782,10.369127516778523,6,6.065307,Cluster 18,61477
51701,No,No,Yes,Yes,0.24,510.95,150,11583,-6,0.846240876,Owner 16,1.0960400000000021,1.265749999999997,Gas,61.076543568257655,3.5,0,0.0,0,0.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,18.317806996829084,91.24408703549311,18.317806996829084,15.0,3,8.187308,Cluster 31,51701
83571,No,No,No,No,2.23,66.44,123,4691,29,0.6813155276,Owner 114,1.9240500000000011,3.364840000000001,Gas,61.002213009013246,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.7407232429538,14.063470090298782,19.7407232429538,12.281879194630873,4,7.408182,Cluster 2,83571
74996,No,No,No,No,0.84,49.24,141,6473,-3,0.9937780723,Owner 232,1.830919999999999,1.465530000000001,Gas,60.9763321993205,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.822827896348315,9.610019073544732,19.822827896348315,14.093959731543624,7,5.488116,Cluster 35,74996
91176,No,No,Yes,No,9.93,158.16,97,3609,0,0.1095664242,Owner 85,1.8669599999999988,3.3392900000000054,Gas,60.73664860136055,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.29759049973063,38.099500744757,19.29759049973063,9.664429530201343,5,6.7032,Cluster 2,91176
66846,No,No,Yes,No,0.0,29.51,108,570,-47,0.3199334341,Owner 160,1.1325700000000012,1.8258500000000026,Gas,60.7121938710153,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.90310021904982,5.255955785140233,19.90310021904982,10.771812080536913,8,4.965853,Cluster 8,66846
11406,No,No,No,No,0.0,54.27,125,10037,0,0.0438149037,Owner 196,1.1271789999999982,2.0035199999999946,Gas,60.57964770594723,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.821797658008595,9.665900388328039,19.821797658008595,12.483221476510067,5,6.7032,Cluster 14,11406
45747,No,No,Yes,No,5.93,37.01,76,3944,2,0.9450274629,Owner 34,1.064630000000001,2.0074769999999944,Gas,60.57821858583168,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.76914644393331,12.521762914538801,19.76914644393331,7.550335570469799,3,8.187308,Cluster 17,45747
57830,No,No,No,No,7.32,95.02,70,7035,-55,0.7547629566,Owner 68,1.8671500000000023,3.3529900000000055,Gas,60.47895634059229,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,19.55303704433151,24.24378579139359,19.55303704433151,6.946308724832215,4,7.408182,Cluster 2,57830
81309,No,No,Yes,No,1.17,8.23,94,8689,-2,0.519771353,Owner 26,1.1232299999999995,2.194730000000007,Gas,60.45055710487932,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.951405426068206,2.635825689993362,19.951405426068206,9.36241610738255,6,6.065307,Cluster 9,81309
